id,modern,unicode,traditional_or_variants,traditional_unicode,variant_unicodes,pinyin,radical,stroke_count,source_work,source_note,brief_gloss,simple_annotation,common_words,xinhua_base_status,shape_status,meaning_status,phonology_status,review_status,review_tags,review_notes
316,分,U+5206,分,,,fen1|fen4,刀,4,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,分开|部分|分数|职责,分：现代主要用于表示分开；部分；分数；职责。常见用法如：分别、部分、分钟、分数、身份。,分别|部分|分钟|分数|身份,draft,pending,pending,pending,needs_review,polyphonic|history_pending,多音字：fen1、fen4；需按义项和常用词复核读音排序。
317,合,U+5408,合,,,he2|ge3,口,6,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,闭合|聚合|符合|全,合：现代主要用于表示闭合；聚合；符合；全。常见用法如：合作、合适、合并、合同、综合。,合作|合适|合并|合同|综合,draft,pending,pending,pending,needs_review,polyphonic|history_pending,多音字：he2、ge3；需按义项和常用词复核读音排序。
318,更,U+66F4,更,,,geng1|geng4,曰,7,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,改变|经历|更加|更替,更：现代主要用于表示改变；经历；更加；更替。常见用法如：更加、更好、更改、更新、三更。,更加|更好|更改|更新|三更,draft,pending,pending,pending,needs_review,polyphonic|history_pending,多音字：geng1、geng4；需按义项和常用词复核读音排序。
319,最,U+6700,最,,,zui4,曰,12,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,极端|居首|最高程度,最：现代主要用于表示极端；居首；最高程度。常见用法如：最好、最近、最后、最多、最初。,最好|最近|最后|最多|最初,draft,pending,pending,pending,none,history_pending,
320,每,U+6BCF,每,,,mei3,母,7,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,各个|每逢|每次,每：现代主要用于表示各个；每逢；每次。常见用法如：每天、每年、每个、每次、每当。,每天|每年|每个|每次|每当,draft,pending,pending,pending,none,history_pending,
321,全,U+5168,全,,,quan2,入,6,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,完整|全部|保全,全：现代主要用于表示完整；全部；保全。常见用法如：全部、完全、全国、安全、全体。,全部|完全|全国|安全|全体,draft,pending,pending,pending,none,history_pending,
322,本,U+672C,本,,,ben3,木,5,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,草木的根|根本|原来|书册|量词,本：现代主要用于表示草木的根；根本；原来；书册；量词。常见用法如：本来、根本、书本、本事、本地。,本来|根本|书本|本事|本地,draft,pending,pending,pending,none,history_pending,
323,当,U+5F53,當,U+7576,當:U+7576,dang1|dang4,彐,6,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,担任|承受|正值|应当|抵押或合适,当：现代主要用于表示担任；承受；正值；应当；抵押或合适。常见用法如：当时、当然、应当、担当、当铺。,当时|当然|应当|担当|当铺,draft,pending,pending,pending,needs_review,polyphonic|variant_or_traditional|history_pending,多音字：dang1、dang4；需按义项和常用词复核读音排序。|含繁体/异体：當；需复核简繁对应、异体来源和义项是否完全合并。
324,正,U+6B63,正,,,zheng4|zheng1,止,5,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,不偏斜|合乎标准|改正|恰好|农历正月,正：现代主要用于表示不偏斜；合乎标准；改正；恰好；农历正月。常见用法如：正在、正确、正式、正月、改正。,正在|正确|正式|正月|改正,draft,pending,pending,pending,needs_review,polyphonic|history_pending,多音字：zheng4、zheng1；需按义项和常用词复核读音排序。
325,动,U+52A8,動,U+52D5,動:U+52D5,dong4,力,6,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,改变位置|行动|感动|使用,动：现代主要用于表示改变位置；行动；感动；使用。常见用法如：运动、动作、动物、动人、活动。,运动|动作|动物|动人|活动,draft,pending,pending,pending,needs_review,variant_or_traditional|history_pending,含繁体/异体：動；需复核简繁对应、异体来源和义项是否完全合并。
326,平,U+5E73,平,,,ping2,干,5,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,表面不倾斜|平安|相等|平常|使平定,平：现代主要用于表示表面不倾斜；平安；相等；平常；使平定。常见用法如：平安、平时、公平、水平、平原。,平安|平时|公平|水平|平原,draft,pending,pending,pending,none,history_pending,
327,加,U+52A0,加,,,jia1,力,5,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,增加|放在一起|施加|数学运算,加：现代主要用于表示增加；放在一起；施加；数学运算。常见用法如：加上、加法、参加、增加、加工。,加上|加法|参加|增加|加工,draft,pending,pending,pending,none,history_pending,
328,比,U+6BD4,比,,,bi3,比,4,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,比较|挨着|比方|比赛|比例,比：现代主要用于表示比较；挨着；比方；比赛；比例。常见用法如：比较、比赛、比如、比例、对比。,比较|比赛|比如|比例|对比,draft,pending,pending,pending,none,history_pending,
329,化,U+5316,化,,,hua4,亻,4,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,变化|使改变|感化|化学简称用字,化：现代主要用于表示变化；使改变；感化；化学简称用字。常见用法如：变化、文化、化学、现代化、消化。,变化|文化|化学|现代化|消化,draft,pending,pending,pending,none,history_pending,
330,明,U+660E,明,,,ming2,日,8,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,明亮|清楚|公开|次于今日或今年的,明：现代主要用于表示明亮；清楚；公开；次于今日或今年的。常见用法如：明天、明白、说明、明亮、文明。,明天|明白|说明|明亮|文明,draft,pending,pending,pending,none,history_pending,
331,通,U+901A,通,,,tong1|tong4,辶,10,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,没有阻碍|懂得|普遍|连接|量词,通：现代主要用于表示没有阻碍；懂得；普遍；连接；量词。常见用法如：通过、通知、交通、普通、通道。,通过|通知|交通|普通|通道,draft,pending,pending,pending,needs_review,polyphonic|history_pending,多音字：tong1、tong4；需按义项和常用词复核读音排序。
332,接,U+63A5,接,,,jie1,扌,11,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,靠近或连接|承受|迎接|继续,接：现代主要用于表示靠近或连接；承受；迎接；继续。常见用法如：接受、接着、连接、接近、接待。,接受|接着|连接|接近|接待,draft,pending,pending,pending,none,history_pending,
333,交,U+4EA4,交,,,jiao1,亠,6,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,互相来往|交叉|交给|时间相接,交：现代主要用于表示互相来往；交叉；交给；时间相接。常见用法如：交流、交通、交给、交朋友、交叉。,交流|交通|交给|交朋友|交叉,draft,pending,pending,pending,none,history_pending,
334,持,U+6301,持,,,chi2,扌,9,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,拿着|保持|掌管|支持,持：现代主要用于表示拿着；保持；掌管；支持。常见用法如：坚持、保持、支持、持有、主持。,坚持|保持|支持|持有|主持,draft,pending,pending,pending,none,history_pending,
335,指,U+6307,指,,,zhi3,扌,9,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,手指|指向|指明|依靠或盼望,指：现代主要用于表示手指；指向；指明；依靠或盼望。常见用法如：手指、指出、指导、指示、指望。,手指|指出|指导|指示|指望,draft,pending,pending,pending,none,history_pending,
336,求,U+6C42,求,,,qiu2,水,7,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,请求|追求|寻找|需要,求：现代主要用于表示请求；追求；寻找；需要。常见用法如：要求、请求、追求、求学、需求。,要求|请求|追求|求学|需求,draft,pending,pending,pending,none,history_pending,
337,取,U+53D6,取,,,qu3,又,8,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,拿到|选择|得到|采用,取：现代主要用于表示拿到；选择；得到；采用。常见用法如：取得、取出、采取、取消、选取。,取得|取出|采取|取消|选取,draft,pending,pending,pending,none,history_pending,
338,受,U+53D7,受,,,shou4,又,8,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,接受|遭到|忍耐|适合,受：现代主要用于表示接受；遭到；忍耐；适合。常见用法如：接受、受到、感受、受伤、享受。,接受|受到|感受|受伤|享受,draft,pending,pending,pending,none,history_pending,
339,解,U+89E3,解,,,jie3|jie4|xie4,角,13,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,分开|说明|解除|懂得|押送或姓氏读音,解：现代主要用于表示分开；说明；解除；懂得；押送或姓氏读音。常见用法如：解决、解释、了解、解放、解送。,解决|解释|了解|解放|解送,draft,pending,pending,pending,needs_review,polyphonic|history_pending,多音字：jie3、jie4、xie4；需按义项和常用词复核读音排序。
340,流,U+6D41,流,,,liu2,氵,10,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,液体移动|传播|流派|不固定,流：现代主要用于表示液体移动；传播；流派；不固定。常见用法如：流水、流动、交流、流行、河流。,流水|流动|交流|流行|河流,draft,pending,pending,pending,none,history_pending,
